Home,Away,Hscore,Ascore
琉球,名古屋D,83,73
群馬,茨城,70,71
熊本,FE名古屋,88,85
群馬,茨城,76,69
熊本,FE名古屋,85,92
越谷,東京EX,79,89
西宮,青森,91,72
仙台,福島,82,73
山形,愛媛,85,97
奈良,信州,62,71
香川,東京Z,75,67
福岡,広島,77,85
仙台,福島,65,67
香川,東京Z,79,67
山形,愛媛,81,71
西宮,青森,64,69
奈良,信州,72,73
福岡,広島,84,88
越谷,東京EX,85,102
宇都宮,三河,92,86
A東京,京都,93,100
横浜,島根,64,74
千葉,川崎,73,83
新潟,北海道,78,68
富山,大阪,76,81
三遠,SR渋谷,72,87
滋賀,名古屋D,83,67
琉球,秋田,69,87
富山,大阪,67,82
横浜,島根,76,63
新潟,北海道,55,77
三遠,SR渋谷,73,85
滋賀,名古屋D,78,83
琉球,秋田,78,71
宇都宮,三河,90,84
A東京,京都,81,53
千葉,川崎,89,96
愛媛,仙台,75,84
福岡,越谷,80,88
熊本,奈良,81,92
広島,FE名古屋,79,71
愛媛,仙台,79,85
福岡,越谷,88,72
熊本,奈良,101,70
西宮,茨城,73,62
山形,東京Z,65,70
広島,FE名古屋,69,67
群馬,青森,78,73
西宮,茨城,74,62
山形,東京Z,55,64
群馬,青森,90,83
福島,東京EX,63,78
福島,東京EX,77,84
信州,香川,94,67
信州,香川,99,72
北海道,A東京,63,78
秋田,千葉,77,96
SR渋谷,宇都宮,81,91
横浜,新潟,91,85
三河,富山,82,66
京都,島根,75,78
大阪,名古屋D,73,79
滋賀,琉球,76,78
川崎,三遠,94,87
青森,福島,74,91
仙台,群馬,63,71
越谷,信州,63,92
東京Z,西宮,72,68
FE名古屋,東京EX,96,62
広島,福岡,88,82
香川,熊本,79,71
愛媛,奈良,74,64
茨城,山形,87,86
京都,新潟,60,68
A東京,三河,92,84
名古屋D,横浜,83,72
大阪,北海道,82,77
千葉,島根,79,67
SR渋谷,川崎,74,81
秋田,滋賀,77,63
富山,宇都宮,75,88
琉球,三遠,74,59
SR渋谷,川崎,91,71
富山,宇都宮,72,69
秋田,滋賀,71,68
京都,新潟,71,69
琉球,三遠,98,87
千葉,島根,101,63
A東京,三河,99,95
名古屋D,横浜,77,74
大阪,北海道,60,69
愛媛,群馬,76,80
仙台,奈良,78,62
福島,FE名古屋,79,77
西宮,越谷,76,74
熊本,茨城,79,54
青森,広島,57,79
香川,福岡,85,69
東京EX,山形,98,90
仙台,奈良,69,51
香川,福岡,73,78
福島,FE名古屋,80,86
青森,広島,66,87
東京EX,山形,103,73
西宮,越谷,83,69
愛媛,群馬,75,71
熊本,茨城,70,86
東京Z,信州,46,50
東京Z,信州,65,73
宇都宮,A東京,72,73
三河,SR渋谷,85,104
千葉,京都,81,82
横浜,滋賀,72,85
三遠,大阪,62,80
新潟,名古屋D,70,69
富山,琉球,69,91
島根,川崎,73,68
宇都宮,A東京,79,71
富山,琉球,64,85
島根,川崎,53,87
横浜,滋賀,79,58
新潟,名古屋D,71,60
三遠,大阪,70,87
三河,SR渋谷,89,91
千葉,京都,88,61
北海道,秋田,82,73
北海道,秋田,76,80
東京EX,東京Z,80,68
東京EX,東京Z,63,65
福岡,福島,88,87
茨城,仙台,62,68
山形,FE名古屋,63,87
越谷,香川,74,76
奈良,愛媛,96,104
広島,西宮,67,73
熊本,青森,87,80
信州,群馬,71,56
福岡,福島,86,95
広島,西宮,83,60
山形,FE名古屋,60,89
信州,群馬,74,49
熊本,青森,94,86
茨城,仙台,64,85
奈良,愛媛,83,73
越谷,香川,70,87
滋賀,富山,83,73
滋賀,富山,89,69
宇都宮,北海道,102,67
名古屋D,千葉,59,73
大阪,横浜,78,66
SR渋谷,新潟,83,72
A東京,琉球,76,66
川崎,三遠,97,80
京都,秋田,78,100
島根,三河,81,77
島根,三河,81,76
SR渋谷,新潟,92,97
京都,秋田,58,98
宇都宮,北海道,84,70
A東京,琉球,83,71
名古屋D,千葉,74,83
大阪,横浜,88,78
川崎,三遠,81,79
青森,福岡,93,76
青森,福岡,67,96
FE名古屋,信州,70,65
越谷,茨城,98,82
福島,熊本,96,66
群馬,東京Z,86,58
西宮,山形,73,66
奈良,広島,88,109
愛媛,東京EX,82,68
群馬,東京Z,73,67
福島,熊本,80,94
FE名古屋,信州,77,86
西宮,山形,97,85
越谷,茨城,95,100
奈良,広島,76,89
愛媛,東京EX,63,97
香川,仙台,82,80
香川,仙台,94,97
三河,富山,106,99
千葉,北海道,86,82
A東京,三遠,82,67
横浜,川崎,63,75
新潟,宇都宮,63,80
名古屋D,大阪,61,81
SR渋谷,京都,90,68
秋田,島根,98,55
琉球,滋賀,63,56
秋田,島根,72,81
SR渋谷,京都,81,75
横浜,川崎,60,84
新潟,宇都宮,76,85
三河,富山,71,72
琉球,滋賀,81,45
千葉,北海道,76,81
A東京,三遠,85,63
名古屋D,大阪,83,73
群馬,FE名古屋,96,78
愛媛,青森,76,78
福岡,信州,68,105
仙台,越谷,85,76
群馬,FE名古屋,81,80
福岡,信州,50,71
愛媛,青森,89,70
福島,西宮,88,83
茨城,広島,86,88
山形,香川,86,95
仙台,越谷,77,73
福島,西宮,71,89
山形,香川,90,86
茨城,広島,78,80
東京Z,熊本,85,66
東京EX,奈良,93,85
東京Z,熊本,63,78
東京EX,奈良,89,98
秋田,A東京,76,79
滋賀,三河,80,65
北海道,三遠,61,74
宇都宮,名古屋D,81,77
新潟,横浜,64,71
川崎,琉球,90,87
富山,千葉,67,77
京都,大阪,71,81
富山,千葉,72,73
島根,SR渋谷,85,92
秋田,A東京,85,74
新潟,横浜,63,67
滋賀,三河,82,73
京都,大阪,80,86
北海道,三遠,78,55
宇都宮,名古屋D,87,71
川崎,琉球,98,75
島根,SR渋谷,71,79
越谷,愛媛,87,86
FE名古屋,茨城,66,74
越谷,愛媛,84,97
西宮,福岡,77,64
青森,東京Z,87,73
奈良,福島,100,82
香川,東京EX,88,81
信州,仙台,76,66
香川,東京EX,84,77
青森,東京Z,69,80
信州,仙台,61,63
FE名古屋,茨城,81,70
西宮,福岡,56,61
熊本,群馬,82,88
奈良,福島,92,84
広島,山形,105,88
熊本,群馬,74,70
広島,山形,102,67
千葉,北海道,84,47
A東京,SR渋谷,74,72
川崎,横浜,97,70
新潟,富山,72,82
三遠,三河,61,66
名古屋D,島根,78,70
滋賀,大阪,67,57
宇都宮,秋田,81,63
琉球,京都,80,60
東京EX,青森,75,78
愛媛,山形,75,71
茨城,西宮,84,93
東京EX,青森,100,71
信州,熊本,80,82
FE名古屋,広島,72,67
愛媛,山形,100,72
茨城,西宮,82,71
仙台,東京Z,87,65
越谷,福岡,88,94
奈良,群馬,95,77
仙台,東京Z,66,68
越谷,福岡,94,97
信州,熊本,93,60
FE名古屋,広島,71,74
奈良,群馬,99,69
福島,香川,72,85
福島,香川,86,112
秋田,名古屋D,67,77
北海道,琉球,69,82
横浜,A東京,58,78
大阪,千葉,84,69
SR渋谷,滋賀,84,76
京都,宇都宮,67,87
島根,富山,75,78
SR渋谷,滋賀,79,92
島根,富山,80,59
秋田,名古屋D,72,58
横浜,A東京,69,82
京都,宇都宮,58,78
北海道,琉球,69,84
大阪,千葉,105,106
三遠,新潟,65,83
三遠,新潟,67,64
三河,川崎,82,90
三河,川崎,76,86
青森,茨城,60,89
東京Z,愛媛,55,65
青森,茨城,60,82
群馬,西宮,62,64
東京EX,信州,67,80
東京Z,愛媛,51,73
群馬,西宮,76,71
東京EX,信州,79,69
広島,仙台,79,65
越谷,福島,73,80
山形,熊本,82,89
香川,FE名古屋,82,101
福岡,奈良,73,78
香川,FE名古屋,94,81
広島,仙台,71,80
山形,熊本,77,72
福岡,奈良,88,91
越谷,福島,84,77
島根,A東京,55,89
滋賀,新潟,74,78
三河,北海道,88,97
宇都宮,三遠,89,79
千葉,横浜,100,94
名古屋D,川崎,67,69
大阪,SR渋谷,87,76
富山,秋田,68,74
島根,A東京,50,79
琉球,京都,99,78
富山,秋田,78,57
大阪,SR渋谷,98,94
滋賀,新潟,72,67
三河,北海道,81,66
琉球,京都,97,76
宇都宮,三遠,86,61
千葉,横浜,111,74
名古屋D,川崎,78,97
山形,茨城,80,89
福島,青森,81,84
群馬,仙台,70,66
東京EX,FE名古屋,67,89
信州,越谷,95,51
西宮,東京Z,62,63
奈良,愛媛,92,95
福岡,広島,77,104
熊本,香川,85,103
北海道,SR渋谷,104,103
宇都宮,千葉,82,79
A東京,秋田,79,71
横浜,三遠,86,92
新潟,三河,91,92
富山,川崎,90,98
名古屋D,琉球,80,92
京都,大阪,70,73
滋賀,島根,84,85
仙台,東京EX,95,89
群馬,広島,81,85
群馬,広島,93,81
FE名古屋,奈良,102,80
愛媛,熊本,93,88
福島,山形,85,86
茨城,東京Z,78,73
越谷,西宮,77,76
仙台,東京EX,90,85
青森,香川,77,96
信州,福岡,89,63
越谷,西宮,83,79
福島,山形,82,75
青森,香川,75,71
信州,福岡,82,44
FE名古屋,奈良,81,67
愛媛,熊本,89,82
茨城,東京Z,85,53
北海道,富山,72,75
千葉,新潟,70,74
横浜,三河,78,83
SR渋谷,名古屋D,85,65
秋田,宇都宮,61,74
川崎,滋賀,90,89
SR渋谷,名古屋D,96,77
秋田,宇都宮,69,78
横浜,三河,67,81
北海道,富山,94,96
千葉,新潟,91,66
大阪,A東京,66,67
川崎,滋賀,80,71
三遠,京都,61,75
琉球,島根,89,69
大阪,A東京,55,62
三遠,京都,71,82
琉球,島根,75,70
越谷,群馬,63,70
東京EX,広島,81,101
香川,福岡,82,79
越谷,群馬,50,82
東京EX,広島,91,105
東京Z,奈良,85,90
FE名古屋,仙台,68,77
香川,福岡,84,83
茨城,愛媛,72,65
西宮,福島,104,90
熊本,信州,60,64
山形,青森,61,90
東京Z,奈良,91,105
山形,青森,70,83
茨城,愛媛,91,71
FE名古屋,仙台,62,73
西宮,福島,90,89
熊本,信州,60,105
三河,秋田,86,78
滋賀,北海道,65,64
A東京,千葉,65,73
名古屋D,京都,61,91
大阪,新潟,89,61
SR渋谷,横浜,87,66
川崎,富山,83,60
島根,三遠,68,57
琉球,宇都宮,84,82
大阪,新潟,92,74
島根,三遠,78,56
SR渋谷,横浜,91,69
三河,秋田,89,81
滋賀,北海道,88,80
琉球,宇都宮,69,83
A東京,千葉,64,72
名古屋D,京都,68,75
川崎,富山,56,88
福岡,西宮,84,83
福岡,西宮,71,77
仙台,山形,69,54
茨城,東京EX,99,94
熊本,東京Z,70,82
青森,愛媛,101,88
奈良,越谷,81,93
信州,FE名古屋,86,68
仙台,山形,87,66
青森,愛媛,78,82
茨城,東京EX,86,77
信州,FE名古屋,79,58
奈良,越谷,101,86
熊本,東京Z,71,70
広島,福島,91,78
広島,福島,84,66
群馬,香川,91,65
群馬,香川,103,109
千葉,秋田,96,75
A東京,北海道,94,71
新潟,横浜,70,64
富山,三河,76,78
三遠,川崎,73,83
名古屋D,大阪,77,92
島根,京都,76,79
宇都宮,SR渋谷,84,88
琉球,滋賀,78,90
山形,奈良,96,91
FE名古屋,越谷,76,56
愛媛,香川,106,86
群馬,熊本,96,72
東京Z,青森,69,72
西宮,東京EX,104,94
福島,信州,58,62
広島,茨城,77,75
福岡,仙台,79,81
群馬,熊本,71,72
福島,信州,68,64
広島,茨城,87,72
山形,奈良,91,101
東京Z,青森,69,84
FE名古屋,越谷,85,88
西宮,東京EX,88,77
愛媛,香川,94,101
福岡,仙台,60,67
北海道,千葉,71,84
秋田,宇都宮,66,64
SR渋谷,A東京,78,79
横浜,川崎,86,84
富山,新潟,74,61
三河,三遠,78,74
京都,琉球,92,78
大阪,滋賀,76,74
島根,名古屋D,75,81
東京Z,越谷,74,80
熊本,広島,91,99
東京Z,越谷,61,70
愛媛,信州,72,85
熊本,広島,75,70
FE名古屋,西宮,77,74
愛媛,信州,74,96
茨城,福島,102,70
青森,仙台,75,87
奈良,福岡,105,81
香川,山形,81,59
東京EX,群馬,69,81
香川,山形,86,76
青森,仙台,81,79
茨城,福島,88,78
東京EX,群馬,81,85
FE名古屋,西宮,75,85
奈良,福岡,94,97
川崎,京都,78,82
新潟,秋田,60,63
滋賀,島根,71,64
北海道,SR渋谷,76,82
宇都宮,大阪,69,72
A東京,富山,82,71
名古屋D,三河,93,98
川崎,京都,94,51
三遠,千葉,56,75
琉球,横浜,76,70
新潟,秋田,66,53
三遠,千葉,65,91
滋賀,島根,92,71
琉球,横浜,71,69
北海道,SR渋谷,70,107
宇都宮,大阪,85,73
A東京,富山,77,64
名古屋D,三河,78,74
福岡,愛媛,76,73
茨城,山形,95,73
広島,香川,87,76
福岡,愛媛,81,103
茨城,山形,87,81
仙台,福島,89,80
群馬,奈良,77,91
越谷,青森,78,72
東京Z,FE名古屋,64,69
西宮,熊本,86,80
信州,東京EX,72,61
仙台,福島,72,65
群馬,奈良,116,63
越谷,青森,69,90
広島,香川,97,67
東京Z,FE名古屋,71,74
信州,東京EX,73,49
西宮,熊本,80,71
秋田,北海道,76,64
千葉,SR渋谷,91,83
新潟,三遠,89,80
富山,横浜,77,72
三河,川崎,89,85
京都,島根,95,88
大阪,琉球,72,66
滋賀,名古屋D,76,61
宇都宮,A東京,74,64
山形,仙台,68,79
青森,茨城,87,75
福島,群馬,67,91
越谷,東京EX,65,103
信州,東京Z,92,72
FE名古屋,西宮,71,73
奈良,香川,87,57
広島,愛媛,85,89
熊本,福岡,91,87
島根,千葉,79,90
川崎,A東京,86,76
島根,千葉,64,79
横浜,大阪,75,70
三河,滋賀,82,57
名古屋D,新潟,83,55
川崎,A東京,68,72
SR渋谷,琉球,75,73
秋田,京都,70,73
富山,北海道,77,72
三遠,宇都宮,75,94
富山,北海道,80,88
秋田,京都,81,82
SR渋谷,琉球,74,76
横浜,大阪,85,92
三遠,宇都宮,50,87
三河,滋賀,57,81
名古屋D,新潟,64,68
茨城,福島,78,74
FE名古屋,群馬,90,80
愛媛,福岡,74,86
仙台,熊本,89,65
東京Z,広島,67,76
青森,信州,68,62
山形,越谷,78,88
奈良,東京EX,92,96
香川,西宮,89,84
香川,西宮,75,76
仙台,熊本,83,75
青森,信州,57,92
山形,越谷,80,81
FE名古屋,群馬,78,90
奈良,東京EX,80,87
愛媛,福岡,90,87
茨城,福島,90,72
東京Z,広島,72,93
滋賀,三遠,80,70
島根,新潟,75,60
北海道,三河,97,84
宇都宮,川崎,72,74
千葉,名古屋D,59,61
A東京,横浜,94,70
大阪,秋田,76,72
京都,SR渋谷,84,89
琉球,富山,78,60
滋賀,三遠,83,67
京都,SR渋谷,68,85
島根,新潟,82,93
琉球,富山,60,74
北海道,三河,92,100
宇都宮,川崎,76,67
千葉,名古屋D,87,83
A東京,横浜,95,60
大阪,秋田,64,88
東京EX,香川,81,86
東京EX,香川,97,75
信州,山形,91,54
FE名古屋,愛媛,83,85
越谷,仙台,68,85
福島,青森,76,67
群馬,茨城,79,73
西宮,東京Z,72,65
広島,奈良,108,99
福岡,熊本,65,88
群馬,茨城,88,60
福島,青森,89,80
広島,奈良,91,84
信州,山形,78,52
FE名古屋,愛媛,89,60
西宮,東京Z,102,93
福岡,熊本,86,93
越谷,仙台,55,58
北海道,滋賀,76,77
千葉,大阪,86,73
横浜,SR渋谷,101,90
三遠,名古屋D,64,79
秋田,琉球,76,80
新潟,A東京,41,69
富山,京都,75,73
川崎,島根,85,76
富山,京都,79,80
秋田,琉球,81,67
横浜,SR渋谷,79,90
新潟,A東京,70,75
三遠,名古屋D,66,63
北海道,滋賀,83,99
千葉,大阪,89,66
川崎,島根,106,74
三河,宇都宮,75,83
三河,宇都宮,84,88
福岡,群馬,78,80
愛媛,越谷,95,83
福岡,群馬,64,83
茨城,FE名古屋,87,84
東京Z,仙台,48,58
西宮,信州,49,58
熊本,東京EX,81,83
山形,広島,82,84
奈良,青森,89,99
香川,福島,90,81
香川,福島,66,71
山形,広島,65,82
茨城,FE名古屋,81,74
西宮,信州,62,72
奈良,青森,68,76
愛媛,越谷,80,76
熊本,東京EX,104,91
東京Z,仙台,66,76
仙台,西宮,68,71
仙台,西宮,80,61
FE名古屋,福岡,92,77
信州,茨城,85,68
熊本,奈良,91,81
青森,東京EX,81,79
山形,群馬,67,71
福島,愛媛,90,88
東京Z,越谷,84,79
広島,香川,95,64
信州,茨城,88,48
福島,愛媛,71,67
広島,香川,109,62
青森,東京EX,62,72
山形,群馬,81,86
FE名古屋,福岡,97,73
熊本,奈良,86,78
東京Z,越谷,70,60
千葉,宇都宮,80,88
新潟,琉球,72,91
大阪,島根,105,87
SR渋谷,秋田,83,87
三遠,富山,73,95
滋賀,A東京,65,82
京都,名古屋D,88,72
三河,横浜,82,89
SR渋谷,秋田,84,79
新潟,琉球,69,83
三遠,富山,80,79
滋賀,A東京,60,85
京都,名古屋D,70,83
大阪,島根,93,80
川崎,北海道,97,71
三河,横浜,96,82
越谷,東京Z,84,80
青森,群馬,74,96
山形,茨城,76,73
福島,仙台,69,75
奈良,福岡,82,89
広島,熊本,100,73
東京EX,FE名古屋,80,114
信州,西宮,81,63
香川,愛媛,77,98
福島,仙台,74,69
広島,熊本,111,63
青森,群馬,85,104
山形,茨城,73,86
信州,西宮,78,72
奈良,福岡,95,82
香川,愛媛,100,91
越谷,東京Z,63,88
東京EX,FE名古屋,78,112
